1.039012659352159584e+00 4.037008441585690832e+00 1.000000000000000000e+00
3.863927069493880762e+00 1.475830900894014519e+01 1.000000000000000000e+00
4.298202495765485409e+00 1.739178727459256280e+01 1.000000000000000000e+00
2.936937733239773696e+00 1.136366552322760803e+01 1.000000000000000000e+00
2.345144468917146341e+00 6.912308302504657220e+00 1.000000000000000000e+00
4.057928493983171236e+00 1.655142470875377114e+01 1.000000000000000000e+00
4.456218700317392312e+00 1.788275076476415748e+01 1.000000000000000000e+00
1.226264794164523941e+00 6.363038592769613366e+00 1.000000000000000000e+00
2.835295020782268693e+00 1.335204724166339751e+01 1.000000000000000000e+00
2.967481739402372032e+00 1.564296732234439524e+01 1.000000000000000000e+00
2.759681314228277671e+00 1.096432594952273654e+01 1.000000000000000000e+00
4.648908342828580231e+00 2.058848339929011928e+01 1.000000000000000000e+00
3.665078479406949086e+00 1.457949568895936210e+01 1.000000000000000000e+00
2.247981504997710100e+00 1.052767951774728417e+01 1.000000000000000000e+00
1.560976309613001600e+00 9.383345408517078212e+00 1.000000000000000000e+00
1.570950800360852107e+00 4.676606550446265942e+00 1.000000000000000000e+00
1.350041514738003823e+00 6.850288205624379678e+00 1.000000000000000000e+00
3.919938605636994033e+00 1.698780489938647520e+01 1.000000000000000000e+00
2.173372636473554387e+00 8.125841433551123316e+00 1.000000000000000000e+00
1.545488337029642167e+00 4.462720629533697192e+00 1.000000000000000000e+00
3.725076276926694963e+00 1.487636709342671004e+01 1.000000000000000000e+00
2.940276630241718259e+00 1.209959663198393010e+01 1.000000000000000000e+00
4.378326274828002518e+00 1.713612724694259271e+01 1.000000000000000000e+00
1.083386493084603774e+00 6.381213368087598425e+00 1.000000000000000000e+00
1.251622360848934079e+00 6.614060750132677136e+00 1.000000000000000000e+00
3.809484472990095849e+00 1.574254784232592641e+01 1.000000000000000000e+00
2.750158622192593327e+00 1.208839441206099785e+01 1.000000000000000000e+00
1.446699132286043632e+00 7.686861517517166398e+00 1.000000000000000000e+00
1.880431724967606133e+00 1.085680986939726900e+01 1.000000000000000000e+00
4.517677436206603225e+00 2.124796772343590590e+01 1.000000000000000000e+00
4.455219066958612473e+00 1.957518393358639486e+01 1.000000000000000000e+00
1.813271048829638410e+00 9.734284605087072606e+00 1.000000000000000000e+00
4.777648360725689436e+00 1.736395298427887823e+01 1.000000000000000000e+00
3.008962369434398543e+00 1.216707473747983492e+01 1.000000000000000000e+00
3.414890841147971035e+00 1.250507899409720203e+01 1.000000000000000000e+00
1.248327236999131618e+00 6.354969556438736511e+00 1.000000000000000000e+00
2.047187306626466086e+00 6.394736583824491838e+00 1.000000000000000000e+00
2.256981631562773760e+00 7.787781796138400381e+00 1.000000000000000000e+00
3.542376833647189915e+00 1.733705517565074317e+01 1.000000000000000000e+00
2.845554297358439122e+00 1.060698724068283738e+01 1.000000000000000000e+00
1.024126774570794485e+00 4.697010581504299509e+00 1.000000000000000000e+00
2.966389152497808546e+00 1.219714212977693890e+01 1.000000000000000000e+00
2.329766182556530119e+00 1.015881580147320662e+01 1.000000000000000000e+00
4.466839439707378290e+00 1.643275611597627517e+01 1.000000000000000000e+00
1.809995455147904941e+00 7.023366997203755346e+00 1.000000000000000000e+00
2.872288600803162062e+00 8.678295535783670189e+00 1.000000000000000000e+00
3.533451303074909511e+00 1.236476641434446400e+01 1.000000000000000000e+00
1.329239289389576584e+00 2.034842834843364923e+00 1.000000000000000000e+00
3.861852817005626104e+00 1.503783460343524858e+01 1.000000000000000000e+00
4.309261196058845833e+00 1.684379130173861938e+01 1.000000000000000000e+00
1.325956003703718800e+00 6.792056224988876956e+00 1.000000000000000000e+00
1.119446533201791993e+00 5.483665074875400336e+00 1.000000000000000000e+00
4.107731770985703967e+00 1.800534531865685040e+01 1.000000000000000000e+00
1.168764672427100582e+00 3.229436215910303609e+00 1.000000000000000000e+00
2.432760115639124976e+00 7.462177699772913897e+00 1.000000000000000000e+00
1.088365441033827263e+00 6.665993092148855936e+00 1.000000000000000000e+00
1.345633152327971427e+00 6.738857255381867084e+00 1.000000000000000000e+00
2.315216102613361748e+00 8.084829307976004742e+00 1.000000000000000000e+00
1.872738160720799794e+00 6.232488414803356136e+00 1.000000000000000000e+00
1.148074269602425979e+00 3.546825919788335835e+00 1.000000000000000000e+00
2.534243743038860686e+00 9.022325711606125509e+00 1.000000000000000000e+00
4.948427346808085048e+00 1.935803112400986592e+01 1.000000000000000000e+00
1.402850312414704703e+00 4.801870009455649679e+00 1.000000000000000000e+00
3.877458427362427518e+00 1.850957625286416430e+01 1.000000000000000000e+00
2.651273178953524212e+00 7.448858265090580133e+00 1.000000000000000000e+00
1.424337436924469902e+00 7.126522452828494281e+00 1.000000000000000000e+00
3.456968512927284021e+00 1.406202919850657374e+01 1.000000000000000000e+00
2.496605050630593237e+00 1.083561113232060613e+01 1.000000000000000000e+00
3.692368279855965163e+00 1.581740524412839299e+01 1.000000000000000000e+00
2.295542992535658300e+00 7.036383926115087561e+00 1.000000000000000000e+00
2.189191417272127183e+00 6.278780659060028135e+00 1.000000000000000000e+00
3.807174448768154029e+00 1.433889750241954530e+01 1.000000000000000000e+00
3.181095859960429539e+00 1.528070215993996328e+01 1.000000000000000000e+00
2.287722709603480453e+00 9.372189286666740671e+00 1.000000000000000000e+00
3.917532489188296552e+00 1.525625131432382098e+01 1.000000000000000000e+00
1.103695318834580164e+00 4.594694551557540585e+00 1.000000000000000000e+00
2.175241070439274615e+00 9.957611852422623144e+00 1.000000000000000000e+00
3.467712578780763888e+00 1.537559719742821507e+01 1.000000000000000000e+00
1.701479154059896359e+00 5.565905657504150561e+00 1.000000000000000000e+00
1.694428319798366722e+00 5.697219997902874589e+00 1.000000000000000000e+00
3.513665399430616176e+00 1.534235792430749612e+01 1.000000000000000000e+00
2.113807816660502326e+00 9.224152561497984237e+00 1.000000000000000000e+00
4.895657937975835594e+00 1.941901445917460478e+01 1.000000000000000000e+00
2.782767780927339007e+00 8.966764068731560400e+00 1.000000000000000000e+00
