9.324336603010488034e+01 8.785053262258776030e+00
8.022245225166842886e+01 7.834517757182990039e+00
5.481734037571364127e+01 6.681858589100611923e+00
7.356478183933090520e+01 7.734213291689770564e+00
6.030550309144206977e+01 6.401781452290051355e+00
7.298581675843908556e+01 7.506764840903152880e+00
8.543117350233664808e+01 8.346540319843120059e+00
6.262114951006204677e+01 6.904122862680970307e+00
8.196603904935777507e+01 7.665323835116402584e+00
7.923940941599224175e+01 8.203608155872704089e+00
8.190926277850340398e+01 8.606020627162855874e+00
9.753279439668666839e+01 8.695610466441548780e+00
9.364683159748223318e+01 8.836142454563672644e+00
5.738749850184312606e+01 7.407487563920508222e+00
9.612094571360896111e+01 8.418504323500911823e+00
7.023046489673878057e+01 7.619290996389250559e+00
7.540247592450711522e+01 7.781810987194622165e+00
8.477034532472899286e+01 8.743420867770277383e+00
8.727572141533669026e+01 7.685743214721300731e+00
9.234435921910785794e+01 8.723650613201616721e+00
9.084599696987324080e+01 7.959256645410583531e+00
6.142156860590988288e+01 7.281266216777007472e+00
9.483291407892610891e+01 8.064375424743740695e+00
5.709331352863671327e+01 6.978788490399021605e+00
8.371947757285802538e+01 8.294258021769334022e+00
5.307701461474880489e+01 6.034656572182393042e+00
9.531144165274895386e+01 8.564454369043479787e+00
7.888953806245942246e+01 8.068794237806256930e+00
6.292310914613615580e+01 7.024102915731438301e+00
9.076374936191562881e+01 8.249598092583450892e+00
7.707935347209003396e+01 7.505769735770100759e+00
8.959123130173301774e+01 8.547108392831141543e+00
6.322720412638612686e+01 6.571106049467127619e+00
5.364935441103524738e+01 6.982845095706124994e+00
8.026272264093296371e+01 8.759940535358273550e+00
8.943555692332833473e+01 8.081293018867038214e+00
6.852771299072438183e+01 7.039711188568083422e+00
6.312174080631037043e+01 7.461317029846870952e+00
7.251831121707219552e+01 7.470939187044044694e+00
7.839210038759028976e+01 7.957522434693794722e+00
7.047358878408553551e+01 7.482126214964468502e+00
5.612726086868256914e+01 6.204055078622996433e+00
5.565400789493273237e+01 6.411853063481097514e+00
9.838042627918704852e+01 8.988731415748253184e+00
5.900994122286473242e+01 7.203273244136030762e+00
8.598858883908194173e+01 8.000313467997877126e+00
8.459075613860352405e+01 8.563378807774901347e+00
7.562130660856567488e+01 7.884465859540834565e+00
7.117044531428382470e+01 7.937452917366679905e+00
6.343120254818739312e+01 7.477674163561434106e+00
7.743477267032966438e+01 7.993478427075292103e+00
8.520286241283710638e+01 8.115304736874406899e+00
6.205568717403426859e+01 6.505873766182022955e+00
9.400503281871263539e+01 8.708378443858430629e+00
7.772045212388017887e+01 7.590981820948163872e+00
8.443881930678944059e+01 8.512319466591913297e+00
9.052895692437253672e+01 8.561413732751292471e+00
5.738675174759946884e+01 7.073320374850699643e+00
8.003682536809891701e+01 8.282005140387534325e+00
8.918409822012016264e+01 8.688017217989747465e+00
8.230672108546531263e+01 7.651109996569507743e+00
8.890472516566131844e+01 8.616474427849245998e+00
9.968994266427728235e+01 9.329493069317505771e+00
5.785687023643131255e+01 7.038922800193720519e+00
6.131267575948378123e+01 7.098217307912790375e+00
9.065620808453175528e+01 8.031853915146717426e+00
7.396394714014658689e+01 7.792974635148479656e+00
8.625580421379439144e+01 8.810178220101256841e+00
9.049175740399394385e+01 8.541598624345947854e+00
9.036887542716922894e+01 8.770392548299694724e+00
7.606551692839653356e+01 7.444578555910473128e+00
7.975019830216677974e+01 8.275055108847084284e+00
7.799980549027688426e+01 7.856728226069558119e+00
6.754383342023527348e+01 7.277424070599986194e+00
5.482712614242396398e+01 7.216564024857779813e+00
5.451259349651184039e+01 6.559631158894655201e+00
6.694372209670412133e+01 7.441453619936980068e+00
8.983039831238015438e+01 8.316515028628842288e+00
8.251432702694657451e+01 7.913983855972046122e+00
5.363692128079023291e+01 6.334618908722369213e+00
8.647150129826052023e+01 8.603592634657349691e+00
7.745545995456785704e+01 8.440262959206572546e+00
6.196952178670166234e+01 7.199314011730725937e+00
5.571017861272908078e+01 6.383197349257064168e+00
5.101414831125858029e+01 7.339917877806336755e+00
9.079902779590130990e+01 8.595164327101155521e+00
5.112761461198508073e+01 7.166741717004759593e+00
6.418135398165753713e+01 7.049760070145988600e+00
6.009845050798883648e+01 7.111965872689124168e+00
6.669026096990562280e+01 6.544157362778727283e+00
7.116763073459499367e+01 7.867042245490743824e+00
7.898706846162785666e+01 7.612599832693208057e+00
8.716961302502298281e+01 8.965143901378967328e+00
6.899978498683110217e+01 7.507517845579726234e+00
5.089412175502614843e+01 6.770369122451506350e+00
8.772617099309059085e+01 8.391869188625113551e+00
7.997606750978276580e+01 7.799263130099626018e+00
5.402977644667888768e+01 7.446394935764208078e+00
6.788748253521072229e+01 6.732473040997465574e+00
8.258950178445893187e+01 8.774752502706594015e+00
