5.433634280625451396e+00 4.694332637305813627e+00
5.295186948494988499e+00 4.621381424058046861e+00
7.276689521771147362e+00 5.408150829635848034e+00
1.406680383609048901e+00 2.370917892598943588e+00
6.051850778271198550e+00 4.885541109435634688e+00
4.503978944494731351e+00 4.228133579161450051e+00
9.601097961258560076e+00 6.175491368684609128e+00
9.204428428853379529e+00 6.132377064123078370e+00
7.253052842682357060e+00 5.400236881798925914e+00
8.577602756717695343e+00 5.871268863576386998e+00
5.158169006742172158e+00 4.523847209940504932e+00
8.938644214948542555e+00 5.956936043733825237e+00
5.742889689411399878e+00 4.829620874125422958e+00
6.025793637108690426e+00 4.896089556445603286e+00
5.402456018465536580e+00 4.669107176398020087e+00
2.300487531938090857e+00 3.045827566560465272e+00
1.511896434233777953e+00 2.474991693975745033e+00
5.113179571621377484e+00 4.565723983431910327e+00
2.006698768966673985e+00 2.857994066426156277e+00
9.384294321637186798e+00 6.143030686377277227e+00
8.214356185997752746e+00 5.702281785927347357e+00
4.049561478740707265e+00 4.059831007741009579e+00
5.155342157192563946e+00 4.587711445182949710e+00
2.645503208854543598e+00 3.268393077321125606e+00
6.052061252599479246e+00 4.917589098358444488e+00
7.915575636946528881e+00 5.624739313076832836e+00
9.518182835503527173e+00 6.172948818418201533e+00
8.795681106975219876e+00 5.914846000741021292e+00
1.538904356497412973e+00 2.480822235583921564e+00
7.103335721694257643e+00 5.339009819601732154e+00
2.086093643341759396e+00 2.929667433256450959e+00
5.580200743810095787e+00 4.698566659150516855e+00
7.466091776831133231e+00 5.460151988713317195e+00
1.744034957447765599e+00 2.656733169621372070e+00
3.105156482802645002e+00 3.546518534539627066e+00
2.777474696558275280e+00 3.347029283934786825e+00
1.671065281833973959e+00 2.588712503419483557e+00
9.761720112385663839e+00 6.262817851368399857e+00
7.100751110242535802e+00 5.324440805009494682e+00
7.682650128159412617e+00 5.574806584418624311e+00
1.494785169466671615e+00 2.446518513188260080e+00
7.336295146618711627e+00 5.466534012751377958e+00
1.636660044435773287e+00 2.568784912251972585e+00
1.214601285531508257e+00 2.213153149732602909e+00
5.516009334152204957e+00 4.731693358065371946e+00
4.973989429448929300e+00 4.492479655694252116e+00
8.457284175010542526e+00 5.870389468578542491e+00
6.190429653571722923e+00 5.005557510784536035e+00
3.718633537946100631e+00 3.865986220855180289e+00
8.843282257449338601e+00 5.896479085308595991e+00
7.270269359134364784e+00 5.433866677069818962e+00
6.292716418154401303e+00 5.013302769635938461e+00
4.814295052638282613e+00 4.412238429884444813e+00
1.601339296829548786e+00 2.537168235902728775e+00
6.661798790554274596e+00 5.192207316045347021e+00
7.439575079506859367e+00 5.464399081835276561e+00
1.291634501885365438e+00 2.278390046510985645e+00
9.991071521501018182e+00 6.352611696827581866e+00
7.397357384008103054e+00 5.412985939501749222e+00
2.411274198794745693e+00 3.112870277432361554e+00
4.544786328540243225e+00 4.279283352529565043e+00
2.888774889606859020e+00 3.418069750341521829e+00
5.403449308068523749e+00 4.700366525188839795e+00
9.863876468790438778e+00 6.340475922851579682e+00
9.794970154630572523e+00 6.282551659220481532e+00
4.781173206566422529e+00 4.413204229039583204e+00
4.752791729131804033e+00 4.415556223969763217e+00
5.476144417180560886e+00 4.652202429412962914e+00
7.915126140316571579e+00 5.652939949119811125e+00
1.545076827666334029e+00 2.521163853448467052e+00
4.703858675927647504e+00 4.393537861453628679e+00
4.429447125642114180e+00 4.249673776289603744e+00
5.633817374498350183e+00 4.751124596561468572e+00
6.523483167019662687e+00 5.133297945979585997e+00
7.320523400568990979e+00 5.426077706642860043e+00
5.985980013890466189e+00 4.847494903227223872e+00
6.374195750598035559e+00 5.051219443895740291e+00
1.266121760479713920e+00 2.249208400317581624e+00
5.157622494200536423e+00 4.556847526490864553e+00
4.062623569960424952e+00 4.056084119381465847e+00
5.941907592166354668e+00 4.868493371141378923e+00
7.725942428641904947e+00 5.611428910918691670e+00
8.844125802459528174e+00 5.923123630880994916e+00
2.301785391699569860e+00 3.043493556412279588e+00
5.432742309097917222e+00 4.676777951899042662e+00
8.144575555502141739e+00 5.779750729718061919e+00
5.762210492316823363e+00 4.835119684657366079e+00
5.090339639485929268e+00 4.536794468278651848e+00
7.645961350951340663e+00 5.533636436237944878e+00
8.016066029810104965e+00 5.640934367188017440e+00
9.525606049055273417e+00 6.177599720680519546e+00
9.827317812143446574e+00 6.308742788362263987e+00
8.001323545170714979e+00 5.690715367451595341e+00
5.248769538382071609e+00 4.602457379396065917e+00
1.301590199135839176e+00 2.286873830950659325e+00
3.846388672896635885e+00 3.950077218700164927e+00
9.330042793130910894e+00 6.128441688120354947e+00
7.136549851572249636e+00 5.364503225625657734e+00
6.871847772923229236e+00 5.214159538256705417e+00
5.428825238811598730e+00 4.676355005167809331e+00
